state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Arunachal Pradesh,TAWANG,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,TAWANG,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,TAWANG,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,TAWANG,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,TAWANG,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,TAWANG,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,TAWANG,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,TAWANG,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,TAWANG,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,TAWANG,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,TAWANG,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,TAWANG,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,TAWANG,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,TAWANG,2014,357.18,44.43333333,220.45,2403.2
Arunachal Pradesh,TIRAP,1997,328.44,63.98333333,253.45,2274.9
Arunachal Pradesh,TIRAP,1998,578.92,84.88333333,358.35,3616.7
Arunachal Pradesh,TIRAP,1999,345.38,49.15,248.3,2316.6
Arunachal Pradesh,TIRAP,2000,346.26,64.31666667,290.175,2596.8
Arunachal Pradesh,TIRAP,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,TIRAP,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,TIRAP,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,TIRAP,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,TIRAP,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,TIRAP,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,TIRAP,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,TIRAP,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,TIRAP,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,TIRAP,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,TIRAP,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,TIRAP,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,TIRAP,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,TIRAP,2014,357.18,44.43333333,220.45,2403.2
Arunachal Pradesh,UPPER SIANG,1997,328.44,63.98333333,253.45,2274.9
Arunachal Pradesh,UPPER SIANG,1998,578.92,84.88333333,358.35,3616.7
Arunachal Pradesh,UPPER SIANG,1999,345.38,49.15,248.3,2316.6
Arunachal Pradesh,UPPER SIANG,2000,346.26,64.31666667,290.175,2596.8
Arunachal Pradesh,UPPER SIANG,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,UPPER SIANG,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,UPPER SIANG,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,UPPER SIANG,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,UPPER SIANG,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,UPPER SIANG,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,UPPER SIANG,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,UPPER SIANG,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,UPPER SIANG,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,UPPER SIANG,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,UPPER SIANG,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,UPPER SIANG,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,UPPER SIANG,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,UPPER SIANG,2014,357.18,44.43333333,220.45,2403.2
Arunachal Pradesh,UPPER SUBANSIRI,1997,328.44,63.98333333,253.45,2274.9
Arunachal Pradesh,UPPER SUBANSIRI,1998,578.92,84.88333333,358.35,3616.7
Arunachal Pradesh,UPPER SUBANSIRI,1999,345.38,49.15,248.3,2316.6
Arunachal Pradesh,UPPER SUBANSIRI,2000,346.26,64.31666667,290.175,2596.8
Arunachal Pradesh,UPPER SUBANSIRI,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,UPPER SUBANSIRI,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,UPPER SUBANSIRI,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,UPPER SUBANSIRI,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,UPPER SUBANSIRI,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,UPPER SUBANSIRI,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,UPPER SUBANSIRI,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,UPPER SUBANSIRI,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,UPPER SUBANSIRI,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,UPPER SUBANSIRI,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,UPPER SUBANSIRI,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,UPPER SUBANSIRI,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,UPPER SUBANSIRI,2014,357.18,44.43333333,220.45,2403.2
Arunachal Pradesh,WEST KAMENG,1997,328.44,63.98333333,253.45,2274.9
Arunachal Pradesh,WEST KAMENG,1998,578.92,84.88333333,358.35,3616.7
Arunachal Pradesh,WEST KAMENG,1999,345.38,49.15,248.3,2316.6
Arunachal Pradesh,WEST KAMENG,2000,346.26,64.31666667,290.175,2596.8
Arunachal Pradesh,WEST KAMENG,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,WEST KAMENG,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,WEST KAMENG,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,WEST KAMENG,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,WEST KAMENG,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,WEST KAMENG,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,WEST KAMENG,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,WEST KAMENG,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,WEST KAMENG,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,WEST KAMENG,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,WEST KAMENG,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,WEST KAMENG,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,WEST KAMENG,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,WEST KAMENG,2014,357.18,44.43333333,220.45,2403.2
Arunachal Pradesh,WEST SIANG,1997,328.44,63.98333333,253.45,2274.9
Arunachal Pradesh,WEST SIANG,1998,578.92,84.88333333,358.35,3616.7
Arunachal Pradesh,WEST SIANG,1999,345.38,49.15,248.3,2316.6
Arunachal Pradesh,WEST SIANG,2000,346.26,64.31666667,290.175,2596.8
Arunachal Pradesh,WEST SIANG,2001,264.32,77.1,209.4,2036
Arunachal Pradesh,WEST SIANG,2002,328.68,65.76666667,242.1,2389.2
Arunachal Pradesh,WEST SIANG,2003,367.86,73.25,222.35,2451.8
Arunachal Pradesh,WEST SIANG,2004,352.7,76.36666667,271.825,2545.7
Arunachal Pradesh,WEST SIANG,2005,296.6,102.7833333,218.475,2335.5
Arunachal Pradesh,WEST SIANG,2006,294.12,56.93333333,277.025,2259.6
Arunachal Pradesh,WEST SIANG,2007,457.54,48.78333333,280.275,3020.7
Arunachal Pradesh,WEST SIANG,2008,324.76,59.73333333,230.9,2244.4
Arunachal Pradesh,WEST SIANG,2009,238.94,52.6,163.45,1749.9
Arunachal Pradesh,WEST SIANG,2010,350.26,70.4,381.825,2855.7
Arunachal Pradesh,WEST SIANG,2011,287.2,58.18333333,230.825,2193.7
Arunachal Pradesh,WEST SIANG,2012,514.74,87.35,342.7,3440.3
Arunachal Pradesh,WEST SIANG,2013,266,61.01666667,229,2042.9
Arunachal Pradesh,WEST SIANG,2014,357.18,44.43333333,220.45,2403.2
Assam,BAKSA,2005,,,,
Assam,BAKSA,2006,,,,
Assam,BAKSA,2007,,,,
Assam,BAKSA,2008,,,,
Assam,BAKSA,2009,,,,
Assam,BAKSA,2010,,,,
Assam,BAKSA,2011,,,,
Assam,BAKSA,2012,,,,
Assam,BAKSA,2013,,,,
Assam,BAKSA,2014,,,,
Assam,BARPETA,1997,,,,
Assam,BARPETA,1998,,,,
Assam,BARPETA,1999,,,,
Assam,BARPETA,2000,,,,
Assam,BARPETA,2001,,,,
Assam,BARPETA,2002,,,,
Assam,BARPETA,2003,,,,
Assam,BARPETA,2004,,,,
Assam,BARPETA,2005,,,,
Assam,BARPETA,2006,,,,
Assam,BARPETA,2007,,,,
Assam,BARPETA,2008,,,,
Assam,BARPETA,2009,,,,
Assam,BARPETA,2010,,,,
Assam,BARPETA,2011,,,,
Assam,BARPETA,2012,,,,
Assam,BARPETA,2013,,,,
Assam,BARPETA,2014,,,,
Assam,BONGAIGAON,1997,,,,
Assam,BONGAIGAON,1998,,,,
Assam,BONGAIGAON,1999,,,,
Assam,BONGAIGAON,2000,,,,
Assam,BONGAIGAON,2001,,,,
Assam,BONGAIGAON,2002,,,,
Assam,BONGAIGAON,2003,,,,
Assam,BONGAIGAON,2004,,,,
Assam,BONGAIGAON,2005,,,,
Assam,BONGAIGAON,2006,,,,
Assam,BONGAIGAON,2007,,,,
Assam,BONGAIGAON,2008,,,,
Assam,BONGAIGAON,2009,,,,
Assam,BONGAIGAON,2010,,,,
Assam,BONGAIGAON,2011,,,,
Assam,BONGAIGAON,2012,,,,
Assam,BONGAIGAON,2013,,,,
Assam,BONGAIGAON,2014,,,,
Assam,CACHAR,1997,,,,
Assam,CACHAR,1998,,,,
Assam,CACHAR,1999,,,,
Assam,CACHAR,2000,,,,
Assam,CACHAR,2001,,,,
Assam,CACHAR,2002,,,,
Assam,CACHAR,2003,,,,
Assam,CACHAR,2004,,,,
Assam,CACHAR,2005,,,,
Assam,CACHAR,2006,,,,
Assam,CACHAR,2007,,,,
Assam,CACHAR,2008,,,,
Assam,CACHAR,2009,,,,
Assam,CACHAR,2010,,,,
Assam,CACHAR,2011,,,,
Assam,CACHAR,2012,,,,
Assam,CACHAR,2013,,,,
Assam,CACHAR,2014,,,,
Assam,CHIRANG,2005,,,,
Assam,CHIRANG,2006,,,,
Assam,CHIRANG,2007,,,,
Assam,CHIRANG,2008,,,,
Assam,CHIRANG,2009,,,,
Assam,CHIRANG,2010,,,,
Assam,CHIRANG,2011,,,,
Assam,CHIRANG,2012,,,,
Assam,CHIRANG,2013,,,,
Assam,CHIRANG,2014,,,,
Assam,DARRANG,1997,,,,
Assam,DARRANG,1998,,,,
Assam,DARRANG,1999,,,,
Assam,DARRANG,2000,,,,
Assam,DARRANG,2001,,,,
Assam,DARRANG,2002,,,,
Assam,DARRANG,2003,,,,
Assam,DARRANG,2004,,,,
Assam,DARRANG,2005,,,,
Assam,DARRANG,2006,,,,
Assam,DARRANG,2007,,,,
Assam,DARRANG,2008,,,,
Assam,DARRANG,2009,,,,
Assam,DARRANG,2010,,,,
Assam,DARRANG,2011,,,,
Assam,DARRANG,2012,,,,
Assam,DARRANG,2013,,,,
Assam,DARRANG,2014,,,,
Assam,DHEMAJI,1997,,,,
Assam,DHEMAJI,1998,,,,
Assam,DHEMAJI,1999,,,,
Assam,DHEMAJI,2000,,,,
Assam,DHEMAJI,2001,,,,
Assam,DHEMAJI,2002,,,,
Assam,DHEMAJI,2003,,,,
Assam,DHEMAJI,2004,,,,
Assam,DHEMAJI,2005,,,,
Assam,DHEMAJI,2006,,,,
Assam,DHEMAJI,2007,,,,
Assam,DHEMAJI,2008,,,,
Assam,DHEMAJI,2009,,,,
Assam,DHEMAJI,2010,,,,
Assam,DHEMAJI,2011,,,,
Assam,DHEMAJI,2012,,,,
Assam,DHEMAJI,2013,,,,
Assam,DHEMAJI,2014,,,,
Assam,DHUBRI,1997,,,,
Assam,DHUBRI,1998,,,,
Assam,DHUBRI,1999,,,,
Assam,DHUBRI,2000,,,,
Assam,DHUBRI,2001,,,,
Assam,DHUBRI,2002,,,,
Assam,DHUBRI,2003,,,,
Assam,DHUBRI,2004,,,,
Assam,DHUBRI,2005,,,,
Assam,DHUBRI,2006,,,,
Assam,DHUBRI,2007,,,,
Assam,DHUBRI,2008,,,,
Assam,DHUBRI,2009,,,,
Assam,DHUBRI,2010,,,,
Assam,DHUBRI,2011,,,,
Assam,DHUBRI,2012,,,,
Assam,DHUBRI,2013,,,,
Assam,DHUBRI,2014,,,,
Assam,DIBRUGARH,1997,,,,
Assam,DIBRUGARH,1998,,,,
Assam,DIBRUGARH,1999,,,,
Assam,DIBRUGARH,2000,,,,
Assam,DIBRUGARH,2001,,,,
Assam,DIBRUGARH,2002,,,,
Assam,DIBRUGARH,2003,,,,
Assam,DIBRUGARH,2004,,,,
Assam,DIBRUGARH,2005,,,,
Assam,DIBRUGARH,2006,,,,
Assam,DIBRUGARH,2007,,,,
Assam,DIBRUGARH,2008,,,,
Assam,DIBRUGARH,2009,,,,
Assam,DIBRUGARH,2010,,,,
Assam,DIBRUGARH,2011,,,,
Assam,DIBRUGARH,2012,,,,
Assam,DIBRUGARH,2013,,,,
Assam,DIBRUGARH,2014,,,,
Assam,DIMA HASAO,1997,,,,
Assam,DIMA HASAO,1998,,,,
Assam,DIMA HASAO,1999,,,,
Assam,DIMA HASAO,2000,,,,
Assam,DIMA HASAO,2001,,,,
Assam,DIMA HASAO,2002,,,,
Assam,DIMA HASAO,2003,,,,
Assam,DIMA HASAO,2004,,,,
Assam,DIMA HASAO,2005,,,,
Assam,DIMA HASAO,2006,,,,
Assam,DIMA HASAO,2007,,,,
Assam,DIMA HASAO,2008,,,,
Assam,DIMA HASAO,2009,,,,
Assam,DIMA HASAO,2010,,,,
Assam,DIMA HASAO,2011,,,,
Assam,DIMA HASAO,2012,,,,
Assam,DIMA HASAO,2013,,,,
Assam,DIMA HASAO,2014,,,,
Assam,GOALPARA,1997,,,,
Assam,GOALPARA,1998,,,,
Assam,GOALPARA,1999,,,,
Assam,GOALPARA,2000,,,,
Assam,GOALPARA,2001,,,,
Assam,GOALPARA,2002,,,,
Assam,GOALPARA,2003,,,,
Assam,GOALPARA,2004,,,,
Assam,GOALPARA,2005,,,,
Assam,GOALPARA,2006,,,,
Assam,GOALPARA,2007,,,,
Assam,GOALPARA,2008,,,,
Assam,GOALPARA,2009,,,,
Assam,GOALPARA,2010,,,,
Assam,GOALPARA,2011,,,,
Assam,GOALPARA,2012,,,,
Assam,GOALPARA,2013,,,,
Assam,GOALPARA,2014,,,,
Assam,GOLAGHAT,1997,,,,
Assam,GOLAGHAT,1998,,,,
Assam,GOLAGHAT,1999,,,,
Assam,GOLAGHAT,2000,,,,
Assam,GOLAGHAT,2001,,,,
Assam,GOLAGHAT,2002,,,,
Assam,GOLAGHAT,2003,,,,
Assam,GOLAGHAT,2004,,,,
Assam,GOLAGHAT,2005,,,,
Assam,GOLAGHAT,2006,,,,
Assam,GOLAGHAT,2007,,,,
Assam,GOLAGHAT,2008,,,,
Assam,GOLAGHAT,2009,,,,
Assam,GOLAGHAT,2010,,,,
Assam,GOLAGHAT,2011,,,,
Assam,GOLAGHAT,2012,,,,
Assam,GOLAGHAT,2013,,,,
Assam,GOLAGHAT,2014,,,,
Assam,HAILAKANDI,1997,,,,
Assam,HAILAKANDI,1998,,,,
Assam,HAILAKANDI,1999,,,,
Assam,HAILAKANDI,2000,,,,
Assam,HAILAKANDI,2001,,,,
Assam,HAILAKANDI,2002,,,,
Assam,HAILAKANDI,2003,,,,
Assam,HAILAKANDI,2004,,,,
Assam,HAILAKANDI,2005,,,,
Assam,HAILAKANDI,2006,,,,
Assam,HAILAKANDI,2007,,,,
Assam,HAILAKANDI,2008,,,,
Assam,HAILAKANDI,2009,,,,
Assam,HAILAKANDI,2010,,,,
Assam,HAILAKANDI,2011,,,,
Assam,HAILAKANDI,2012,,,,
Assam,HAILAKANDI,2013,,,,
Assam,HAILAKANDI,2014,,,,
Assam,JORHAT,1997,,,,
Assam,JORHAT,1998,,,,
Assam,JORHAT,1999,,,,
Assam,JORHAT,2000,,,,
Assam,JORHAT,2001,,,,
Assam,JORHAT,2002,,,,
Assam,JORHAT,2003,,,,
Assam,JORHAT,2004,,,,
Assam,JORHAT,2005,,,,
Assam,JORHAT,2006,,,,
Assam,JORHAT,2007,,,,
Assam,JORHAT,2008,,,,
Assam,JORHAT,2009,,,,
Assam,JORHAT,2010,,,,
Assam,JORHAT,2011,,,,
Assam,JORHAT,2012,,,,
Assam,JORHAT,2013,,,,
Assam,JORHAT,2014,,,,
Assam,KAMRUP,1997,,,,
Assam,KAMRUP,1998,,,,
Assam,KAMRUP,1999,,,,
Assam,KAMRUP,2000,,,,
Assam,KAMRUP,2001,,,,
Assam,KAMRUP,2002,,,,
Assam,KAMRUP,2003,,,,
Assam,KAMRUP,2004,,,,
Assam,KAMRUP,2005,,,,
Assam,KAMRUP,2006,,,,
Assam,KAMRUP,2007,,,,
Assam,KAMRUP,2008,,,,
Assam,KAMRUP,2009,,,,
Assam,KAMRUP,2010,,,,
Assam,KAMRUP,2011,,,,
Assam,KAMRUP,2012,,,,
Assam,KAMRUP,2013,,,,
Assam,KAMRUP,2014,,,,
Assam,KAMRUP METRO,2005,,,,
Assam,KAMRUP METRO,2006,,,,
Assam,KAMRUP METRO,2007,,,,
Assam,KAMRUP METRO,2008,,,,
Assam,KAMRUP METRO,2009,,,,
Assam,KAMRUP METRO,2010,,,,
Assam,KAMRUP METRO,2011,,,,
Assam,KAMRUP METRO,2012,,,,
Assam,KAMRUP METRO,2013,,,,
Assam,KAMRUP METRO,2014,,,,
Assam,KARBI ANGLONG,1997,,,,
Assam,KARBI ANGLONG,1998,,,,
Assam,KARBI ANGLONG,1999,,,,
Assam,KARBI ANGLONG,2000,,,,
Assam,KARBI ANGLONG,2001,,,,
Assam,KARBI ANGLONG,2002,,,,
Assam,KARBI ANGLONG,2003,,,,
Assam,KARBI ANGLONG,2004,,,,
Assam,KARBI ANGLONG,2005,,,,
Assam,KARBI ANGLONG,2006,,,,
Assam,KARBI ANGLONG,2007,,,,
Assam,KARBI ANGLONG,2008,,,,
Assam,KARBI ANGLONG,2009,,,,
Assam,KARBI ANGLONG,2010,,,,
Assam,KARBI ANGLONG,2011,,,,
Assam,KARBI ANGLONG,2012,,,,
Assam,KARBI ANGLONG,2013,,,,
Assam,KARBI ANGLONG,2014,,,,
Assam,KARIMGANJ,1997,,,,
Assam,KARIMGANJ,1998,,,,
Assam,KARIMGANJ,1999,,,,
Assam,KARIMGANJ,2000,,,,
Assam,KARIMGANJ,2001,,,,
Assam,KARIMGANJ,2002,,,,
Assam,KARIMGANJ,2003,,,,
Assam,KARIMGANJ,2004,,,,
Assam,KARIMGANJ,2005,,,,
Assam,KARIMGANJ,2006,,,,
Assam,KARIMGANJ,2007,,,,
Assam,KARIMGANJ,2008,,,,
Assam,KARIMGANJ,2009,,,,
Assam,KARIMGANJ,2010,,,,
Assam,KARIMGANJ,2011,,,,
Assam,KARIMGANJ,2012,,,,
Assam,KARIMGANJ,2013,,,,
Assam,KARIMGANJ,2014,,,,
Assam,KOKRAJHAR,1997,,,,
Assam,KOKRAJHAR,1998,,,,
Assam,KOKRAJHAR,1999,,,,
Assam,KOKRAJHAR,2000,,,,
Assam,KOKRAJHAR,2001,,,,
Assam,KOKRAJHAR,2002,,,,
Assam,KOKRAJHAR,2003,,,,
Assam,KOKRAJHAR,2004,,,,
Assam,KOKRAJHAR,2005,,,,
Assam,KOKRAJHAR,2006,,,,
Assam,KOKRAJHAR,2007,,,,
Assam,KOKRAJHAR,2008,,,,
Assam,KOKRAJHAR,2009,,,,
Assam,KOKRAJHAR,2010,,,,
Assam,KOKRAJHAR,2011,,,,
Assam,KOKRAJHAR,2012,,,,
Assam,KOKRAJHAR,2013,,,,
Assam,KOKRAJHAR,2014,,,,
Assam,LAKHIMPUR,1997,,,,
Assam,LAKHIMPUR,1998,,,,
Assam,LAKHIMPUR,1999,,,,
Assam,LAKHIMPUR,2000,,,,
Assam,LAKHIMPUR,2001,,,,
Assam,LAKHIMPUR,2002,,,,
Assam,LAKHIMPUR,2003,,,,
Assam,LAKHIMPUR,2004,,,,
Assam,LAKHIMPUR,2005,,,,
Assam,LAKHIMPUR,2006,,,,
Assam,LAKHIMPUR,2007,,,,
Assam,LAKHIMPUR,2008,,,,
Assam,LAKHIMPUR,2009,,,,
Assam,LAKHIMPUR,2010,,,,
Assam,LAKHIMPUR,2011,,,,
Assam,LAKHIMPUR,2012,,,,
Assam,LAKHIMPUR,2013,,,,
Assam,LAKHIMPUR,2014,,,,
Assam,MARIGAON,1997,,,,
Assam,MARIGAON,1998,,,,
Assam,MARIGAON,1999,,,,
Assam,MARIGAON,2000,,,,
Assam,MARIGAON,2001,,,,
Assam,MARIGAON,2002,,,,
Assam,MARIGAON,2003,,,,
Assam,MARIGAON,2004,,,,
Assam,MARIGAON,2005,,,,
Assam,MARIGAON,2006,,,,
Assam,MARIGAON,2007,,,,
Assam,MARIGAON,2008,,,,
Assam,MARIGAON,2009,,,,
Assam,MARIGAON,2010,,,,
Assam,MARIGAON,2011,,,,
Assam,MARIGAON,2012,,,,
Assam,MARIGAON,2013,,,,
Assam,MARIGAON,2014,,,,
Assam,NAGAON,1997,,,,
Assam,NAGAON,1998,,,,
Assam,NAGAON,1999,,,,
Assam,NAGAON,2000,,,,
Assam,NAGAON,2001,,,,
Assam,NAGAON,2002,,,,
Assam,NAGAON,2003,,,,
Assam,NAGAON,2004,,,,
Assam,NAGAON,2005,,,,
Assam,NAGAON,2006,,,,
Assam,NAGAON,2007,,,,
Assam,NAGAON,2008,,,,
Assam,NAGAON,2009,,,,
Assam,NAGAON,2010,,,,
Assam,NAGAON,2011,,,,
Assam,NAGAON,2012,,,,
Assam,NAGAON,2013,,,,
Assam,NAGAON,2014,,,,
Assam,NALBARI,1997,,,,
Assam,NALBARI,1998,,,,
Assam,NALBARI,1999,,,,
Assam,NALBARI,2000,,,,
Assam,NALBARI,2001,,,,
Assam,NALBARI,2002,,,,
Assam,NALBARI,2003,,,,
Assam,NALBARI,2004,,,,
Assam,NALBARI,2005,,,,
Assam,NALBARI,2006,,,,
Assam,NALBARI,2007,,,,
Assam,NALBARI,2008,,,,
Assam,NALBARI,2009,,,,
Assam,NALBARI,2010,,,,
Assam,NALBARI,2011,,,,
Assam,NALBARI,2012,,,,
Assam,NALBARI,2013,,,,
Assam,NALBARI,2014,,,,
Assam,SIVASAGAR,1997,,,,
Assam,SIVASAGAR,1998,,,,
Assam,SIVASAGAR,1999,,,,
Assam,SIVASAGAR,2000,,,,
Assam,SIVASAGAR,2001,,,,
Assam,SIVASAGAR,2002,,,,
Assam,SIVASAGAR,2003,,,,
Assam,SIVASAGAR,2004,,,,
Assam,SIVASAGAR,2005,,,,
Assam,SIVASAGAR,2006,,,,
Assam,SIVASAGAR,2007,,,,
Assam,SIVASAGAR,2008,,,,
Assam,SIVASAGAR,2009,,,,
Assam,SIVASAGAR,2010,,,,
Assam,SIVASAGAR,2011,,,,
Assam,SIVASAGAR,2012,,,,
Assam,SIVASAGAR,2013,,,,
Assam,SIVASAGAR,2014,,,,
Assam,SONITPUR,1997,,,,
Assam,SONITPUR,1998,,,,
Assam,SONITPUR,1999,,,,
Assam,SONITPUR,2000,,,,
Assam,SONITPUR,2001,,,,
Assam,SONITPUR,2002,,,,
Assam,SONITPUR,2003,,,,
Assam,SONITPUR,2004,,,,
Assam,SONITPUR,2005,,,,
Assam,SONITPUR,2006,,,,
Assam,SONITPUR,2007,,,,
Assam,SONITPUR,2008,,,,
Assam,SONITPUR,2009,,,,
Assam,SONITPUR,2010,,,,
Assam,SONITPUR,2011,,,,
Assam,SONITPUR,2012,,,,
Assam,SONITPUR,2013,,,,
Assam,SONITPUR,2014,,,,
Assam,TINSUKIA,1997,,,,
Assam,TINSUKIA,1998,,,,
Assam,TINSUKIA,1999,,,,
Assam,TINSUKIA,2000,,,,
Assam,TINSUKIA,2001,,,,
Assam,TINSUKIA,2002,,,,
Assam,TINSUKIA,2003,,,,
Assam,TINSUKIA,2004,,,,
Assam,TINSUKIA,2005,,,,
Assam,TINSUKIA,2006,,,,
Assam,TINSUKIA,2007,,,,
Assam,TINSUKIA,2008,,,,
Assam,TINSUKIA,2009,,,,
Assam,TINSUKIA,2010,,,,
Assam,TINSUKIA,2011,,,,
Assam,TINSUKIA,2012,,,,
Assam,TINSUKIA,2013,,,,
Assam,TINSUKIA,2014,,,,
Assam,UDALGURI,2005,,,,
Assam,UDALGURI,2006,,,,
Assam,UDALGURI,2007,,,,
Assam,UDALGURI,2008,,,,
Assam,UDALGURI,2009,,,,
Assam,UDALGURI,2010,,,,
Assam,UDALGURI,2011,,,,
Assam,UDALGURI,2012,,,,
Assam,UDALGURI,2013,,,,
Assam,UDALGURI,2014,,,,
Bihar,ARARIA,1997,235.22,13.98333333,71.35,1303.7
Bihar,ARARIA,1998,242.02,23.45,46.25,1332.5
Bihar,ARARIA,1999,261.42,20.38333333,88.225,1402.7
Bihar,ARARIA,2000,211.46,4.316666667,101.05,1207
Bihar,ARARIA,2001,226.22,31.05,84.6,1247
Bihar,ARARIA,2002,195.4,10.46666667,54.65,1105.8
Bihar,ARARIA,2003,244.84,34.71666667,76.1,1353.9
Bihar,ARARIA,2004,202.56,14.41666667,88.425,1147.8
Bihar,ARARIA,2005,166.2,12.46666667,32.725,907.8
Bihar,ARARIA,2006,190.78,4.016666667,73.575,1052.8
Bihar,ARARIA,2007,281.8,19.33333333,77.625,1600.2
Bihar,ARARIA,2008,221,9.116666667,88.425,1197.7
Bihar,ARARIA,2009,156.08,13.38333333,42.55,889.3
Bihar,ARARIA,2010,113.96,7.016666667,33,629.2
Bihar,ARARIA,2011,194.98,5.666666667,79.65,1097.1
Bihar,ARARIA,2012,191.74,11.46666667,35.675,1032.4
Bihar,ARARIA,2013,183.86,37.63333333,76.425,1069.9
Bihar,ARARIA,2014,179.26,17.98333333,57.05,1061
Bihar,ARWAL,2003,244.84,34.71666667,76.1,1353.9
Bihar,ARWAL,2004,202.56,14.41666667,88.425,1147.8
Bihar,ARWAL,2005,166.2,12.46666667,32.725,907.8
Bihar,ARWAL,2007,281.8,19.33333333,77.625,1600.2
Bihar,ARWAL,2008,221,9.116666667,88.425,1197.7
Bihar,ARWAL,2009,156.08,13.38333333,42.55,889.3
Bihar,ARWAL,2010,113.96,7.016666667,33,629.2
Bihar,ARWAL,2011,194.98,5.666666667,79.65,1097.1
Bihar,ARWAL,2012,191.74,11.46666667,35.675,1032.4
Bihar,ARWAL,2013,183.86,37.63333333,76.425,1069.9
Bihar,ARWAL,2014,179.26,17.98333333,57.05,1061
Bihar,AURANGABAD,1997,235.22,13.98333333,71.35,1303.7
Bihar,AURANGABAD,1998,242.02,23.45,46.25,1332.5
Bihar,AURANGABAD,1999,261.42,20.38333333,88.225,1402.7
Bihar,AURANGABAD,2000,211.46,4.316666667,101.05,1207
Bihar,AURANGABAD,2001,226.22,31.05,84.6,1247
Bihar,AURANGABAD,2002,195.4,10.46666667,54.65,1105.8
Bihar,AURANGABAD,2003,244.84,34.71666667,76.1,1353.9
